"PID","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","score"
"P011",28639483.56,20596658.51,154123565,457008084.4,229341762.9,3338930516,230988890.6,62694984.85,1357827987,28344097.86,14437375.02,237859857.6,33929672.04,24787260.97,168735704.5,47870847.51,35770059.48,395298632.4,19769604.47,16687749.06,87097124.27,21082262.97,19515999.94,65043571.2,61111000,37860583.3,340909840.1,331179653.7,97686479.35,1783514276,56300390.94,38169044.4,307048479,22658827.7,16978098.96,119343403.9,392689980.1,138710465.4,1758815471,100492130.1,28257797.41,904458304.2,52326244.98,36913492.82,255258470.6,198033846,70918685.31,1500560238,433133981.9,173442972.4,1729141084,4941,7690,0.642522757,2.971555632,0.186845645,2.96,5.14,196352.557,130935.3372,1883143,166698,3.331386648,13.50078123,6.826169908,216.2974317,12.2975132,0.039419721,0.053560207,0.202024224,0.011785526,1.387397705,0.054067344,0.724906216,1.570796327,0,74.72102141,170.9129539,2181.763049,33.73425559,17906.41578,20701.03977,166574,8448,0.597804782,0.181355147,0.201015122,0.02924839,1.004520138,0.444271598,0.401867046,0.861293607,0.23816739,0.369720018,0.109823327,0.640652792,0.628293158,0.626429106,0.1225947,0.392554275,0.271615511,0.919251385,0.295030693,0.113040874,0.118430903,0.218895044,0.891899985,0.11678395,0.698607576,0.07605929,0.133852373,0.044617458,0.484952837,0.484503668,0.143734092,0.085941009,0.495433448,0.417876928,0.5348106,0.631531666,0.403952688,0.201137225,0.081461916,0.351021,0.172948,-1.440361501,0.181773524,0.007455237,42.15786216,359.4,9.06,3.0610892,-0.65412869,67.16311262,2.64661469,93.5,67.275,9.503460905,1.351536382,33.14931034,0.653430494,33.95,33.34,-1.174153428,-0.519309882,5.5
"P012",433827083,119440129.6,4646436928,456590000,109490000,5.12e+09,25341169.15,23626913.89,69386015.71,456590000,109490000,5.12e+09,456590000,109490000,5.12e+09,456590000,109490000,5.12e+09,456590000,109490000,5.12e+09,456590000,109490000,5.12e+09,36356648.33,24589992.63,302862986,42634271.37,14434368.66,466672021.2,456590000,109490000,5.12e+09,12984323.65,10817145.38,89341118.82,212819014.7,75031863.93,1101395781,12698741.82,8764803.491,109108898.4,456590000,109490000,5.12e+09,15676974.55,10758140.81,116398673.4,245157117.7,102804362.4,1189225328,3644,5576,0.653515065,2.773004081,0.195994735,2.765,4.435,242622.2072,202295.3338,2391350,191587.5,3.447989654,16.61462823,7.382421014,81.73447137,15.07954481,0.039801911,0.051320466,0.199122881,0.014415607,1.348871305,0.026883979,0.719560872,1.570796327,0,80.14536263,145.1443263,2157.440382,43.66920962,19386.84065,20058.34397,191567,16621.5,0.599891226,0.174829642,1.790784854,0.573829604,1.06329432,0.282991394,0.109550775,0.785297762,0.030316695,1.007796902,0.42960241,0.981810671,0.717889845,0.388869191,0.861810671,0.161151463,0.805963855,0.492376936,0.749783133,0.922030981,0.821686747,0.058864028,0.912908778,0.050946644,0.069879518,0.019104991,0.787435456,0.057314974,0.578829604,0.948020654,0.114285714,0.28777969,0.21222031,0.453872633,0.063855422,0.101032702,0.217211704,0.148823165,0.04260316,0.377811,0.140879,9.33354675,2.815110227,0.00067241,28.37131407,525.7,3.06,36.23956593,-1.071326996,70.03463194,3.185624155,79.53,69.98,3.87203686,-0.507243222,28.38687845,0.862054783,29.41,28.59,-1.017068574,-0.574274567,5.5
"P013",15419031.11,12987046.83,110751044.3,18079729.71,10380444.34,210388715.7,122825175.6,52073534.5,865560589.9,1711089464,1366534662,23940041179,20752387.49,11800098.62,340319240.1,16479778.84,12748859.8,143321460,17187301.84,13248002.58,93854852.35,17543440.85,11756350.69,104405104.9,17566480.86,12940525.11,143823719.4,35200414.18,33423066.15,363214200.8,1260493399,310728867.6,13496760435,27496739.19,26343141.95,159930426.9,30114652.25,28127085,161522459,88850158.14,51682783.9,524087928.3,230548458,123749728.2,5068944589,69844802.67,50841247.1,444836700.8,39279730.17,43734207.54,249872541.6,2801,4862,0.57610037,3.51942459,0.41716204,3.46,6.025,202104.7747,159745.101,1808138,158299,3.323767645,12.50355636,7.123596543,147.8397563,11.02137774,0.036398537,0.052647842,0.192334557,0.009159274,1.584606523,-0.016754382,0.709659924,1.570796327,0,98.15189269,198.3787524,2480.847637,41.77319715,21572.54663,22133.99725,191619,16642,0.613185896,0.159651669,1.483138603,0.932105384,1.586989691,0.39727606,0.155473081,0.626098511,0.116836197,0.329571592,0.411754868,0.490229095,0.787924399,0.650368843,0.163399771,0.612662085,0.379438717,0.159502864,0.939241695,0.709278351,0.734936999,0.413287514,0.365177549,0.069644903,0.168613975,0.058190149,0.064833906,0.043069874,0.09347079,0.386483391,0.097365407,0.119129439,0.729896907,0.123940435,0.027949599,0.125085911,0.151890034,6.717481458,0.923533205,11.596941,6.826174,3.588020183,-0.432581542,0.055018906,53.33440163,940.91,7.61,13.63317062,0.161114398,84.86174739,5.271920126,115,85.18,0.359740648,-0.016385251,32.93079096,0.326668992,33.57,32.87,-0.806826511,-0.048265919,7.5
"P014",413680377.9,145447740.7,4305761790,439096890.8,278015438.4,2385578669,29823201.54,22698803.53,267024488.5,117716564.2,72525624.42,1001713310,62984510.29,49188384.33,251672831.3,456590000,109490000,5.12e+09,357610706.6,100501545,3283623691,56798572,34039035.94,176561341.8,188741875.6,53236575.12,2890415727,297990000.3,84809624.27,4035116607,47671778.96,31967686.94,502220672.7,55124676.04,28866326.57,629031233.5,526345102.9,199505841.8,4818123630,206093342.9,102270755.5,1136432692,216181650.2,126032579.7,1346686072,42731811.98,19254778.03,857314993.9,485355668,174852247.8,4642387035,1800,2583,0.696864111,3.470325129,0.334030465,3.5,4.825,220953.4867,172705.7478,1749838,174965,3.358858335,12.7810454,11.61909402,250.6466993,10.8862368,0.027513235,0.042499595,0.194549954,0.008050901,2.105556813,0.006063164,0.656279036,1.570796327,0,114.5445909,203.5234922,2086.019415,58.42088668,25761.06472,22706.28598,249975,24942,0.561013645,0.087325138,0.351269841,0.125365079,0.434684303,0.180529101,0.47475485,1.340843034,0.903992945,0.791008818,1.202708995,0.413904762,0.4104903,0.188917108,0.225760141,0.305964727,0.919453263,0.400007055,0.23152381,0.110758377,0.744620811,0.056084656,0.154497354,0.09382716,0.159082892,0.219400353,0.158730159,0.195414462,0.335097002,0.441975309,0.096296296,0.130511464,0.233156966,0.337566138,0.105114638,0.08042328,0.062433862,0.70721949,0.229648763,1.173399,0.655953,-1.11783037,0.261531295,0.034465157,38.24052443,312.77,1.44,14.75909983,-0.269478629,95.00568794,3.953879225,101.98,94.8,1.042263409,-0.575198835,30.6780112,0.498887836,31.51,30.77,-0.329222055,-0.447151005,7.5
"P015",17880816.81,15347762.16,94386902.23,107772689.4,55804249.27,799729502.7,12850306.91,11518710.21,92067770.53,34773650.99,32898221.41,74204522.62,12511018.07,13339641.37,30342619.65,122171395.4,93337338.83,444599418.5,11246927.86,11388697.01,43465017.5,9848740.522,11406929.85,19434335.7,6283886.232,7973066.616,18049167.54,15134669.03,12215305.3,121680130.5,72537113.53,65309842.82,138927588.6,26408879.28,24062325.79,89798820.87,83725856.1,171189135.8,301933766.3,26324239.26,23706649.5,77115624.94,131808458.6,53001701.61,1668544060,7234873.676,7648069.455,36830101.3,49890765.62,82969667,221456452.8,4238,9308,0.455307263,3.097260213,0.27012848,3.07,5.115,164390.983,117494.1367,1599849,133356.5,3.581080635,15.79712976,11.52662325,513.4270535,13.73559852,0.039310747,0.052710026,0.191210752,0.013275174,1.376529949,0.029983592,0.724321547,1.570796327,0,54.70900894,123.909479,2396.560243,27.48634671,16904.30611,21658.03531,249941,8367,0.638612689,0.182861943,0.816172285,0.128041199,0.655664794,0.281071161,1.057428839,1.054735955,0.438080524,1.24626779,0.970129213,2.292477528,0.673464419,1.208220974,0.403196629,1.021664794,0.399183521,0.194110487,0.508940075,0.076966292,0.149438202,0.131835206,0.829213483,0.259925094,0.097752809,0.224344569,0.701310861,0.308426966,0.813108614,0.824719101,0.484831461,0.064606742,0.882022472,0.178464419,0.015355805,0.242883895,0.035393258,2.66866137,0.822305328,4.602232,2.584963,-1.025171935,0.236971207,0.006442162,64.78888883,697.6,5.05,20.42256882,-1.491059632,72.86232866,5.124311435,85.27,73.25,0.055179397,-0.285833291,32.1250774,0.122780169,32.39,32.18,-1.098346313,-0.206751212,5.5
"P016",361657631.8,97077300.67,3911677016,456590000,109490000,5.12e+09,452184706.8,126769183.4,4797337246,456590000,109490000,5.12e+09,456590000,109490000,5.12e+09,456590000,109490000,5.12e+09,458627141.8,120586013.4,4977079362,456590000,109490000,5.12e+09,81422304.09,58201532.29,424518901.2,168749773.1,87151835.86,951286619.7,456590000,109490000,5.12e+09,368783154.2,167409068.2,2957850654,274399042.7,150832054.6,1244842926,68874594.8,53335286.86,321154515.6,376467494.7,117714114.8,3815829740,419009328.1,115413140.2,4468004744,252244045.6,183069781.4,1183105447,2364,3015,0.784079602,2.803825653,0.210522034,2.785,4.695,267754.5808,212825.9735,2016455,200059,2.799982069,12.64676388,5.346038795,63.20977923,11.60054748,0.028967601,0.042437067,0.189435158,0.009242368,1.925626686,-0.006788665,0.643576508,1.570796327,0,116.8990093,253.4482948,2439.72314,44.32828464,21503.02739,22718.83099,200047,16662.5,0.619238477,0.08869502,1.05288985,0.103627186,1.093975122,0.522431945,0.267450874,0.89142239,0.123203533,0.317216513,0.284297819,0.35238327,0.631685596,0.723812872,0.299576348,0.383086353,0.160692266,0.262687939,0.138804759,0.346313323,0.891472868,0.385073012,0.675680548,0.141698215,0.822246259,0.060393005,0.249864792,0.187849288,0.531458446,0.877771769,0.739498828,0.321975843,0.409230215,0.188390121,0.09500631,0.203893997,0.08887687,1.769228946,0.793663116,3.686592,1.591185,-1.058853994,0.356015159,-0.033702128,77.02588885,1601.07,3.09,53.36388993,0.61212427,68.77989123,4.16975418,85.23,67.53,2.830419348,1.526136646,29.42202703,0.273778192,30.19,29.33,-0.428744199,0.81556202,7.5
"P017",8381011.698,10122225.27,17925875.22,428906969.4,108458578.5,4730736130,10319618.2,11288402.07,27999158.59,19556672.95,11895657.85,155833962.5,36624767.29,22187725.47,255326182.7,456722922,109624096.7,5116371372,24136691.21,14554406.02,184659392.9,11159521.32,9354988.549,70082220.14,13375754.39,12749717.18,52124598.12,8590336.328,14629642.45,53059158.54,54263012.04,46657151.92,135736755.2,7156309.102,8190300.395,32033320.24,15242170.29,21136563.38,67251005.88,55158719.83,27482392.89,451461914,8464020.948,8526066.831,40113778.08,5534378.48,6271963.771,31489702.86,15272836.62,12447462.78,79746597.53,2618,3167,0.826649826,3.477544632,0.289006153,3.48,5.68,243815.0982,185344.791,2708150,199831,4.493314063,9.510821126,4.749666591,77.60612428,8.714129876,0.025006376,0.040440857,0.19139714,0.007549989,2.311833631,-0.031392793,0.578693966,1.570796327,0,107.9692185,202.0725416,2228.882455,50.22946947,21629.27883,18426.76958,166635,16693,0.598542459,0.079316239,0.797453416,0.147215771,0.252136106,0.403389144,0.054598974,0.145198488,0.126267891,0.037901701,0.052938158,0.128088037,0.324941939,0.490224143,0.33531731,0.518339184,0.039027815,0.125101269,0.380337564,0.311909263,0.914663786,0.066162571,0.84742101,0.023494464,0.049959492,0.014312719,0.016743181,0.014042668,0.048879287,0.894139887,0.19794761,0.038347286,0.464758304,0.061301647,0.018093438,0.300297056,0.105320011,1.293090947,0.289529914,2.211812,1.2680835,1.204560369,1.068022046,-0.006485531,53.7272446,540.32,14.27,6.42443397,-0.581538409,78.96701403,3.511093853,86.92,79.13,4.871798464,-0.567145894,31.7833996,0.067477348,31.93,31.79,-0.624823298,-0.15703879,5.5
"P018",14181798.78,12525465.55,55542577.63,250751326.7,85333594.61,2454227326,210243469.7,93058021.06,1746869896,114245219.6,94562268,332380795.3,83265908.73,52212388.9,486428913.8,36585820.64,31024403.35,122657142.4,11481114.87,12612293.96,24457493.72,12794492.91,12803849.14,36977812.34,28489015.1,16146449.47,238139200.8,58364324.08,45059611.18,348520606.5,123222180.1,101084572.8,355847806.3,11014269.55,8240538.612,85618049.8,71554294.86,27519534.94,531328191.8,10646508.41,11348549.14,39404123.35,435973955.1,116816563.3,4708095551,17606371.92,16680338.66,56854640.33,89512038.78,38389061.63,590177725.7,3571,4508,0.792147294,3.560010544,0.266307581,3.57,5.035,233226.9292,181815.2134,1824717,183269,3.135873072,10.33942599,5.410198086,116.8595412,9.452075638,0.028277595,0.041904773,0.190054002,0.008923107,2.067425271,-0.054023307,0.691920906,1.570796327,0,111.8717269,188.5585461,2101.639598,56.90342425,23730.29812,20671.58253,349948,16833,0.624385887,0.079556413,0.884479471,0.057466633,1.390697852,0.105225626,0.720057201,2.203419347,0.58831702,0.996600991,0.444090505,0.618680564,0.921566035,0.95257023,0.713013855,0.302158383,0.575575187,0.503115546,0.389144528,0.373204525,0.386170078,0.886614974,0.213931613,0.316512012,0.783017669,0.277361129,0.507944579,0.417058599,0.361128766,0.898817847,0.52243549,0.411211389,0.51074107,0.728358968,0.21850769,0.134358714,0.31409686,3.032662757,0.892605144,5.123592,3.462689,-0.808858972,-0.756579217,-0.008820958,54.98479373,495,6.56,11.5347572,-1.056897233,86.24486224,7.534364421,100.93,86.28,-0.780930911,-0.016834306,33.22549035,0.262790898,33.47,33.25,3.601958933,-1.904975318,8
"P019",126819337,92002554.35,584663450.4,85493184.21,73765208.94,202008296,15075983.35,11258740.88,94479319.46,170157751.5,101270027.2,1041390882,340143584.9,149875789,2806231594,37870821.18,29253450.18,166158215.4,319545756.4,145597277,2572882974,60848642.84,38669272.83,348272948.6,80133931.58,34110628.15,739680089.8,49465135.99,34641216.28,236088368.4,82855289.47,49418376.38,465752200.1,21769095.83,15412994.86,103381167.1,46471117.63,49204314.93,235064049.3,35553731.82,18837454.83,228890509.2,181680989.3,116929251.5,972817421.9,18488563.89,13370171.48,140169032.2,55578726.68,53462122.77,277356773.8,1897,7278,0.26064853,3.304471646,0.470231722,3.25,6.785,132493.1518,104525.3777,1683142,108283,6.210981296,28.4465077,20.9840328,252.8337646,23.24746103,0.042272886,0.049340993,0.19114095,0.023179116,1.356999326,0.163966274,0.842608303,1.570796327,0,84.92176753,136.1338061,1985.775667,51.3760587,26037.70774,31059.59635,349973,16648,0.501541912,0.162457227,1.221354895,0.081194639,0.833213869,0.249565851,0.408234266,0.90986014,0.16277972,0.304571678,0.255113636,0.663782051,0.63511655,1.002217366,0.263254662,0.936182984,0.118817016,0.274475524,0.219379371,0.424825175,0.219405594,0.783216783,0.24009324,0.116258741,0.818764569,0.04458042,0.099067599,0.093531469,0.186771562,0.620337995,0.34965035,0.131701632,0.801573427,0.114219114,0.065559441,0.803030303,0.103438228,0.088912282,0.04065306,0.267734,0.08711,4.03031227,1.541904008,0.025871639,52.27989386,502.29,4.91,14.91101374,-0.094788611,82.81712791,4.629308515,120,83.95,10.85836832,0.331382189,32.22948276,0.093240763,32.43,32.23,-0.418427578,0.083197865,6
"P020",28351276.02,18589650.79,198735484.8,126580982.2,84866144.08,658169484.8,136329778.3,113858961.4,354948067.6,487078197.2,373119578.8,1618839903,74031370.83,66387667.43,251026840.6,37540387.43,28790512.36,130218975.9,16649540.21,14090769.74,77334132.98,138366173.2,94563812.98,673636234.6,11838307.51,11080376.02,72633415.7,77617489.02,21403327.96,665326996.2,133013630.6,105269197,432345951.6,22511143.61,21682615.71,93117379.85,64750337.91,86155104.71,401115733,14483785.13,9449715.707,121597478.5,456590000,109490000,5.12e+09,9199050.942,9733814.764,39762513.79,54783719.27,49787927.43,368843916.9,2406,4051,0.593927425,3.251394271,0.387254887,3.195,5.89,193399.4277,163599.9497,3108027,158218,5.410671989,15.22511406,12.1889666,245.3856842,11.85978691,0.033372996,0.047314261,0.19065376,0.010951903,1.773391675,0.101589876,0.743907752,1.570796327,0,107.9410008,176.9161034,2140.543856,51.623638,29256.56364,29942.967,258287,24945,0.540588988,0.117310443,0.943778539,0.050438356,0.495929224,0.199901826,0.230251142,1.963657534,0.378280822,0.429408676,0.188885845,0.405401826,0.948152968,0.806901826,0.407675799,0.127605023,0.404922374,0.995961187,0.153568493,0.260502283,0.178538813,0.80456621,0.606164384,0.121461187,0.471917808,0.046575342,0.10456621,0.083789954,0.18196347,0.87739726,0.349315068,0.143835616,0.1543379,0.425342466,0.532648402,0.170319635,0.12260274,0.067246854,0.01035897,0.256127,0.066593,75.2252246,5.368248765,-0.004955179,43.17576263,891.17,0.68,28.82383208,0.166128634,84.1902071,5.34489507,94.3,85.13,4.348340137,-1.827719385,27.81994129,0.152621001,28.11,27.87,-0.982963109,-0.486835843,7.5
"P021",456590000,109490000,5.12e+09,456590000,109490000,5.12e+09,12951949.58,13201176.13,43594619.54,456590000,109490000,5.12e+09,456590000,109490000,5.12e+09,456590000,109490000,5.12e+09,456590000,109490000,5.12e+09,456590000,109490000,5.12e+09,102125598.7,48786243.89,865568883.5,18648143.3,16933737.63,95857098.17,67466618.09,47309515.69,371607036.7,163575848,66192736.96,1482801260,101203533.7,31754443.12,999861463.9,11137741.46,10395201.54,49061856.11,393161000,106825319.5,4229769904,103212954.7,84979838.11,311422070.2,96476032.15,38142578.06,618923194.1,1253,7584,0.165216245,3.691150292,0.510999442,3.77,5.23,111502.589,61498.22897,558321,91651,2.291537049,24.56274394,21.9292394,256.1670462,18.59928314,0.03242243,0.046238072,0.191583892,0.012108117,1.817816347,-0.083230755,0.799937506,1.570796327,0,70.63783012,107.5839874,1821.459854,41,30952.20063,41371.41347,499972,16679,0.692562981,0.11466039,1.659077248,0.542617985,0.731706973,0.282787039,0.607853956,1.762573374,0.544040855,0.839868514,0.370347499,1.117309228,0.711984034,1.089591453,0.245787744,0.657966659,0.431004931,0.498664006,0.45684433,0.53181498,0.435548251,0.65837051,0.294435313,0.136886593,0.692650857,0.200046959,0.32425452,0.071613055,0.53486734,0.664710026,0.251702278,0.116459263,0.721765673,0.438365814,0.07724818,0.588166236,0.119276826,0.022617132,0.013302156,0.064059,0.023061,-0.898880904,-0.159620265,0.003010294,42.36006623,375.81,1.54,17.24395607,-0.473293608,85.56307065,4.668562234,94,86.79,2.088386919,-1.371243023,31.1391921,0.115572155,31.51,31.13,0.068324799,0.545541193,6
"P022",21712368.97,15069000.52,414133217.3,456590000,109490000,5.12e+09,300867778.8,99665260.9,3696142681,61551399.8,48265913.79,256142470.4,431889003.9,128338074.8,4475042147,463957527.7,121628750.2,5050812101,456590000,109490000,5.12e+09,456590000,109490000,5.12e+09,35483267.4,17263205.92,384088093.7,115613351.3,40033756.99,1799045986,456590000,109490000,5.12e+09,75242967.47,35230510.28,765778985,1047502610,342642608.6,9277515725,35558962.26,15463772.28,371095862.1,209712078,68522618.61,2108450967,62568281.85,41863521.54,367808052,665217208.8,194344969,7735426760,4266,5178,0.82387022,3.674385912,0.35136162,3.685,5.955,249877.5448,193398.5833,2383017,199973.5,3.422539124,9.493732829,4.428890385,100.8149019,8.522970471,0.02787584,0.042640633,0.205888145,0.007866545,2.070383028,-0.002102744,0.655426715,1.570796327,0,100.9816894,188.1149455,2127.264205,53.85164807,21800.5572,19072.88195,200024,16721,0.579141581,0.084210526,1.754262918,0.39475076,0.913822188,0.089904255,0.066858663,0.251589666,0.033110942,0.064683891,0.202158055,0.795706687,0.69300152,0.241401216,0.732965046,0.234644377,0.258579027,0.440224924,0.903238602,0.92112462,0.885106383,0.153799392,0.653647416,0.031762918,0.325227964,0.008966565,0.058206687,0.112613982,0.919452888,0.973100304,0.396200608,0.532370821,0.67006079,0.129483283,0.176291793,0.043768997,0.388601824,0.067144862,0.016882667,0.133186,0.066593,-0.505986293,0.144459925,0.016898588,46.39701843,413.96,6.6,8.668731846,-0.319889268,71.02233033,4.392057186,90.1,70.88,5.096272236,1.71568078,29.86142174,0.17394636,30.07,29.93,2.045474063,-1.597814168,4.5
"P023",196556233.5,79006960.41,741349184.1,96031816.85,66027170.76,238647694.3,62960486.76,37565179.06,211680569.2,113024969.6,85878512.52,276926659.9,294870746.1,125052796.4,2384418773,179327486.9,70006478.94,881088643.1,76211553.43,50492717.33,194264726.8,216770056,93658899.4,759650030.1,149708495.8,57788775.21,679650315.3,89800296.27,41244691.22,373100868.8,207847467.9,85662392.3,840007669.1,117359367,47892315.64,547597450.1,355529839.6,163075423.6,1557417560,246309150.2,94583548.38,891651558.4,414032548.7,98269195.19,4748105265,79483035.5,39227671.12,384970953.1,192257272.7,71715462.82,1306240717,2364,4807,0.491782817,3.474116951,0.256514326,3.42,5.51,198605.6954,141314.3243,1366558,166593.5,2.552017726,16.6979903,7.351134307,203.015539,15.41847298,0.043007459,0.053968266,0.190630622,0.016664786,1.208773231,0.05517816,0.785498009,1.570796327,0,72.61099297,184.243137,2213.370733,32.14031736,19249.74837,22553.84755,199982,8426,0.601383938,0.206373293,1.511493894,0.118557228,0.683021869,0.887157058,0.144745811,1.962723658,0.065577961,0.097708037,0.057344504,0.104512922,0.819965919,0.533717694,0.827563192,0.395717126,0.045183187,0.13889804,0.088497586,0.709741551,0.602101676,0.503834138,0.834422039,0.059926157,0.840102244,0.032661176,0.091451292,0.029821074,0.055666004,0.895768248,0.346776484,0.286566316,0.369781312,0.06305027,0.020164726,0.487077535,0.081510934,1.008588326,0.331633333,1.646648,1.029158,-1.467566208,-0.206798662,-0.010739449,77.88848106,1166.22,2.32,69.98648223,-2.75946026,78.18930876,3.6568326,83.97,79.28,8.338960803,-2.008338338,31.63946347,0.133120598,32,31.65,-0.200361907,0.088326573,5.5
"P024",99808858.58,22725797.94,1145053384,23067804.41,16640431.43,264672954.5,42923858.84,36720197.29,135590867.5,150301362.7,48689486.25,1603896234,146946242.8,53914464.55,1183682065,18545778.2,13728185.97,196935730.2,60801351.09,21714358.09,792709180.2,16911467.91,13051461.83,138921060,166725324.7,78104911.79,1216074138,201215164.5,73954121.05,1423498204,539446412.6,242276115.2,4456902269,309520474.6,84164145,1810554469,159984707.3,52280961.74,1265365604,75791829.09,19446043.97,826638151.5,321823915.6,131537779.6,3005333416,302932087.1,83429846.4,2549328223,202332300,105077144.2,1431948585,3071,3737,0.821782178,3.557881672,0.223298832,3.55,4.83,237723.1937,199633.0818,2874721,175205,4.07154327,11.557149,6.903034208,107.152968,10.1047149,0.025951537,0.039096731,0.190700052,0.00851008,2.246513062,-0.016373047,0.650351603,1.570796327,0,123.4749124,205.2423231,2327.186499,67.02984036,23677.15852,20426.04541,266582,24862.5,0.570123589,0.065540927,0.204038366,0.044990035,1.400681365,0.136451171,0.696681614,0.696944444,0.465893124,0.340492028,0.723106627,1.074441953,0.344466866,0.103406826,0.520072247,0.108395615,0.096220727,0.140083458,0.67968859,0.073866467,0.100149477,0.542476333,0.117339312,0.085824614,0.227329347,0.035002491,0.064773293,0.573492775,0.902715496,0.101644245,0.074364723,0.651220727,0.122321873,0.033881415,0.042974589,0.080717489,0.039985052,3.089470164,0.503481992,4.357904,3.111586,-0.566467731,0.00582497,-0.015788464,37.8945616,288.79,7.11,9.292696062,-0.728889465,77.19727788,3.338360278,85.62,77.5,0.247970124,-0.139442457,33.95579737,0.09344338,34.13,33.97,6.710326916,-2.134724893,6.5
"P025",288818581.5,145454560,2168791826,456590000,109490000,5.12e+09,589637258.4,166769054.9,3640116680,352598988.7,186675335.2,2584294779,320855453.3,136822826.7,2733801005,456590000,109490000,5.12e+09,456590000,109490000,5.12e+09,456590000,109490000,5.12e+09,340405332.5,102941720.7,3517301235,308550898.2,90197478.67,3239746291,456590000,109490000,5.12e+09,340833444.3,100429550.1,3554930265,342850636.6,108253263.3,3559780212,338025463.5,98734561.85,3542102321,440830783.4,186088990.1,3771593631,347146952.2,110324712.9,3560070489,361454905.5,110651941.9,3770918832,3027,4292,0.70526561,3.625258288,0.340085186,3.64,5.58,210407.9362,135001.9502,1649899,183290,3.437118154,11.46925357,5.478003987,89.78678448,10.22694853,0.033068802,0.049661078,0.193133825,0.008973094,1.780577322,-0.017437023,0.690817371,1.570796327,0,112.5986665,229.6054597,2481.954875,46.57252409,22303.35748,21499.04642,266686,16699,0.599905303,0.135142397,1.551610722,0.093264912,0.950473316,0.22009901,0.782562183,0.807078,0.270415359,0.575329631,0.282110601,0.509101666,0.483255252,0.851869114,0.193651292,0.80572567,0.172257909,0.278814296,0.132569428,0.565080898,0.204781454,0.449649843,0.509297271,0.172180633,0.859695726,0.101666264,0.220478145,0.078483458,0.200676165,0.310311519,0.493842067,0.111808742,0.677131128,0.123158657,0.050229413,0.629075103,0.048539,0.448729448,0.119125147,1.046925,0.462477,1.308949911,-0.349986337,0.009875326,80.61888507,830.59,1.94,15.38889298,-0.413520594,70.09842105,9.129853173,98,68.24,0.87561647,1.009327665,31.4203301,0.224188402,31.75,31.41,-0.203291759,-0.565986966,7.5
"P026",15644222767,6731989334,3.35e+11,14076647327,7221929816,95082989934,11264367358,5732993460,1.39e+11,10867946511,6553317265,3.06e+11,9648063006,5965825266,26390571920,13929720666,7422331255,3.05e+11,12530005270,7803517559,3.07e+11,10872049620,7270732308,3.26e+11,12774250984,6671016589,3.38e+11,12696269777,7189027840,3.45e+11,11232840124,6619943628,3.29e+11,59664309483,14829565096,2.33e+11,16000237944,8601983457,3.08e+11,14386132185,6900081138,2.39e+11,60290717857,13426853961,2.45e+11,12039272395,6957848984,3.01e+11,14926385909,9067325973,3.11e+11,3401,5141,0.661544447,3.843970187,0.391938549,3.745,6.225,230800.2543,227263.1293,3616281,166628,4.962486205,13.65928599,5.608499564,87.0941472,12.52530509,0.036087819,0.049546869,0.196332005,0.011927795,1.573169631,0.081754047,0.703101804,1.570796327,0,77.73001765,142.6719997,2013.358637,41.19465985,18898.312,18550.8706,208284,16633,0.558203664,0.138820363,0.377348304,0.047940755,0.671571906,0.583545151,0.517763975,1.299756331,0.716411849,0.253277592,0.268643096,0.354653607,0.253927377,0.51389871,0.356244625,0.307677974,0.249541328,0.742465361,0.256536073,0.365504061,0.236502628,0.231247014,0.452460583,0.139512661,0.698996656,0.076445294,0.041567129,0.046822742,0.221213569,0.275203058,0.254658385,0.182990922,0.247491639,0.113712375,0.312947922,0.538461538,0.113712375,0.315202532,0.117330397,0.689066,0.285883,-0.791338714,0.530067505,0.007465219,74.53800647,773.96,7.93,9.516155024,-0.302946908,65.18910847,3.301166667,73.75,65.62,0.33256128,-0.026282395,30.06018464,1.549922526,32.47,30.34,-1.049075369,-0.411859925,6.1
